userId,movieId
628,1212
628,1653
628,7371
628,1237
628,3996
628,8014
628,200152
628,101973
628,99917
628,104283
628,200161
628,116799
628,200675
628,5008
628,72554
628,73344
628,200565
628,8340
628,2353
628,3006
628,55052
628,2944
628,37741
628,44199
628,34437
628,93598
628,94985
628,200637
628,127108
628,201641
628,118997
628,116411
628,133645
628,118700
628,138702
628,145839
628,200142
628,201586
628,201573
628,200523
628,200579
628,202738
628,200528
628,200555
628,200566
628,95858
628,200612
628,200156
628,115819
628,200664
628,200544
628,80917
628,78266
628,59387
628,7767
628,60943
628,27788
628,292
628,55247
628,52885
628,3476
628,55069
628,2288
628,6502
628,113829
628,200668
628,200740
628,923
628,200106
628,200114
628,3030
628,7256
628,27834
628,3470
628,5971
628,57183
628,55820
628,55814
628,1645
628,33162
628,4848
628,7327
628,6942
628,1704
628,1961
628,201511
628,2712
628,1227
628,4235
628,80586
628,2167
628,33004
628,56587
628,905
628,3752
628,7293
628,805
628,1250
628,5349
628,76293
628,1204
628,103075
628,202566
628,200873
628,86892
628,83369
628,6678
628,26082
628,4370
628,41997
628,907
628,200615
628,200681
628,201715
628,180987
628,202889
628,200268
628,201947
628,89039
628,71135
628,1393
628,3148
628,3176
628,200445
628,30749
628,96811
628,180045
628,200302
628,200971
628,200942
628,200048
628,3412
628,4144
628,200376
628,4334
628,200383
628,200389
628,203162
628,200420
628,200419
628,201261
611,68848
611,501
611,69134
611,8254
611,3993
611,44761
611,4161
611,7982
611,53129
611,5945
611,4351
611,4223
611,203065
611,80590
611,1672
611,6187
611,40870
611,481
611,431
611,6440
611,202930
611,2171
611,71108
611,70293
611,66665
611,574
611,6337
611,60293
611,60735
611,42418
611,2318
611,61024
611,30820
611,4873
611,56333
611,3608
611,2268
611,4211
611,74553
611,66785
611,62344
611,71464
611,4976
611,4821
611,6966
611,63179
611,56286
611,54796
611,7323
611,95761
611,95744
611,81819
611,203067
611,4888
611,57637
611,7158
611,170
611,5134
611,2723
611,5876
611,1884
611,4855
611,3744
611,6218
611,114028
611,82242
611,47465
611,3510
611,1779
611,5541
611,2150
611,47423
611,56003
611,1639
611,2843
611,70
611,134881
611,142509
611,5617
611,347
611,42015
611,1095
611,4155
611,93790
611,98122
611,110350
611,156553
611,2496
611,2088
611,176
611,2321
611,4902
611,134021
611,140289
611,203046
611,5007
611,5364
611,3246
611,141688
611,2968
611,3770
611,26554
611,46970
611,4553
611,1994
611,1916
611,5570
611,179119
611,1840
611,90428
611,202988
611,2976
611,202925
611,203051
611,127114
611,2413
611,3020
611,74754
611,203080
611,54256
611,838
611,1318
611,92048
611,51471
611,47518
611,2580
611,2686
611,2550
611,7089
611,3469
611,8128
611,4126
611,3255
611,2072
611,7044
611,1552
611,4023
611,203104
611,3063
611,180265
611,1120
611,1057
611,5265
611,171759
611,4239
611,26680
611,184997
611,3569
611,1302
611,71211
611,100556
611,27627
611,5269
611,73808
611,203083
611,141
611,6807
611,1693
611,3632
611,3640
611,3559
611,8844
611,26242
611,252
611,1354
611,60737
611,5498
611,120637
611,203072
611,56607
611,74791
611,84187
611,47404
611,5146
611,114627
611,55167
611,6283
611,6773
611,98607
611,101962
611,99813
611,203029
611,6530
611,49347
611,7616
611,64197
611,5712
611,496
611,3788
611,4123
611,7071
611,562
611,1295
611,203084
611,43744
611,156387
611,4939
611,40955
611,66203
611,203061
611,5071
611,46855
611,85213
611,8959
611,4017
611,2917
611,27834
611,111384
611,59118
611,5319
611,1859
611,203178
611,8866
611,203182
611,3091
611,3546
611,1611
611,8338
629,1274
629,2131
629,5147
629,200477
629,201832
629,158783
629,201072
629,741
629,27156
629,26082
629,3503
629,200136
629,56782
629,6713
629,202002
629,52885
629,162082
629,133771
629,1961
629,2019
629,527
629,1208
629,3307
629,923
629,904
629,924
629,111
629,1193
629,903
629,6016
629,1178
629,1232
629,908
629,1089
629,541
629,2028
629,4226
629,1222
629,104944
629,2648
629,200718
629,48774
629,2329
629,5989
629,200245
629,106782
629,200002
629,128360
629,200844
629,1088
629,5690
629,6
629,5388
629,8950
629,148626
629,200637
629,201883
629,909
629,200103
629,3160
629,200902
629,103539
629,3000
629,104283
629,3362
629,7327
629,750
629,201482
629,1252
629,201480
629,201247
629,201298
629,200412
629,200424
629,39183
629,202362
629,86781
629,46578
629,202997
629,200438
629,1204
629,203151
629,200440
629,202454
629,168250
629,158966
629,200388
629,45880
629,3186
629,200973
629,2761
629,102800
629,202576
629,2076
630,168492
630,40629
630,106920
630,69757
630,4246
630,2671
630,1213
630,1201
630,6016
630,5995
630,1219
630,4226
630,1227
630,1206
630,1291
630,200218
630,1266
630,1246
630,7327
630,202984
630,200180
630,117176
630,201620
630,123
630,593
630,1222
630,200016
630,200372
630,200227
630,134130
630,97936
630,174055
630,5388
630,44191
630,3535
630,4262
630,200042
630,88129
630,65225
630,26082
630,527
630,110130
630,48414
630,71264
630,6889
630,200374
630,45880
630,6711
630,923
630,912
630,953
630,1225
630,1307
630,1259
630,1097
630,86882
630,1209
630,2712
630,99114
630,1207
630,3504
630,1968
630,80463
630,2858
630,1084
630,1198
630,110
630,1387
630,200948
630,93363
630,202295
630,200064
630,81591
630,180985
630,68157
630,1784
630,1208
630,66097
630,201481
630,3910
630,201197
630,2174
630,4886
630,157296
630,95167
630,5971
630,364
630,200401
630,79357
630,4823
630,6942
630,33145
630,41573
630,200408
630,201253
630,200388
630,200074
630,201635
633,2572
633,6669
633,31364
633,8035
633,8950
634,8978
634,8368
634,58559
634,296
634,7153
634,1258
634,109487
634,164909
634,201247
634,200436
634,203019
634,200830
634,168250
634,200317
634,3988
634,2617
634,3114
634,200832
634,45517
634,87876
635,26082
635,6818
635,1203
635,2019
635,7926
635,318
635,200004
635,4334
635,527
635,6669
635,201482
635,1201
635,1213
635,5690
635,5618
635,1208
635,6643
635,31364
635,2810
635,5995
635,72142
635,3000
635,2324
635,1704
635,200383
635,2959
635,1246
635,296
635,7361
635,3147
635,364
635,200005
635,164909
635,112552
635,79132
635,177615
635,106782
635,112556
635,1258
635,356
635,68157
635,6874
635,171763
635,99114
635,2571
635,80463
635,106920
635,111
635,88129
635,200919
635,200323
635,3949
635,200042
635,163
635,53464
635,4262
635,1968
635,5970
635,48
635,1721
635,1101
635,201298
635,200723
635,71899
635,200237
635,58559
635,168492
635,200380
635,52604
635,47423
635,8533
635,6711
635,134130
635,6754
635,200052
635,47997
635,2502
635,200287
635,200552
635,4654
635,200976
635,201868
635,1757
635,201263
635,107406
635,899
635,180985
635,30816
635,202798
635,101142
636,200867
636,69122
636,5989
636,200319
636,5218
636,200536
636,69644
636,200614
636,200053
637,202891
637,175197
637,202368
637,202298
638,200005
638,2959
638,3535
638,106782
638,164909
638,200919
638,215
638,200042
638,102407
638,202696
638,202891
638,200015
638,140110
638,1645
639,164909
639,200238
639,296
639,2959
639,200045
639,203019
639,201247
639,200919
639,80463
639,3535
639,200430
639,202333
639,356
639,200060
639,203150
639,51540
639,200053
639,139385
639,134130
639,4011
639,200070
639,200069
639,200052
639,200429
639,200418
639,200338
639,200254
639,176419
640,200976
640,168250
640,200293
641,200440
641,200038
641,201026
641,201023
641,202933
